search_term,status,campaign_name,ad_group_name,impressions,clicks,ctr,cost,conversions,cost_per_conversion
que es la cepre,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
que es la cpre,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
que es la endoscopia alta y baja,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es la endoscopia digestiva alta,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que es la endoscopia gastrointestinal,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que es la endoscopia y como se realiza,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es la panendoscopia oral,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que es la telescopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que es panendoscopia,NONE,Endoscopia,Endoscopy - Core,20,0,0,0.0,0,
que es polipectomia endoscopica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es tratamiento endoscopico,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es un cpre,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que es un endoscopista,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que es un estudio de endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es un ultrasonido endoscopico,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
que es una biopsia endoscopica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es una cepre,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que es una colonoscopia y endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que es una cpre,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
que es una cpre y como se hace,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es una endoscopia con biopsia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es una endoscopia gastrica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es una endoscopia gastrointestinal,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es una endoscopia superior,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es una endoscopia y como se hace,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
que es una endoscopia y como se realiza,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
que es una endoscopia y para que sirve,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que es una endoscopía,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que es una escopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que es una esofagogastroduodenoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que es una panendoscopia con biopsia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que estudio es el cpre,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que estudio es la endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que hacen en una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que hacer para una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que medico hace la endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que medico hace una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que riesgos tiene una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
que se hace en endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que se hace en una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que se puede observar en una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que se puede ver en una endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que se ve en una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que se ve en una endoscopia gastrica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que tan peligroso es una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que tiempo tarda una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
que tipo de estudio es la endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
quien hace endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
quien hace la endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
quien hace las endoscopias,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
quien realiza endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
qué endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
qué es el cpre,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
qué es el endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
qué es endoscopia y para qué sirve,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
qué es la panendoscopia,NONE,Endoscopia,Endoscopy - Core,7,0,0,0.0,0,
qué es un endoscopia,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
qué es una escopia,NONE,Endoscopia,Endoscopy - Core,8,0,0,0.0,0,
qué significa endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
realizacion de endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
realizan endoscopia en salud digna,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
realizar endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
receta de endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
requisitos para la endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
requisitos para una endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
reseccion endoscopica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
resultados de endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
resultados de una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
revision de estomago con camara,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
revision del estomago,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
richard wolf endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
riesgo de la endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
riesgos de una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
salud digna hacen endoscopia,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
salud digna panendoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
salud digna tiene endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
se puede hacer endoscopia y colonoscopia al mismo tiempo,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
se puede hacer una endoscopia con tos,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
se puede hacer una endoscopia y colonoscopia juntas,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
sedacion para endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
sedación para endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
serie esofagogastroduodenal salud digna,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
siempre se hace biopsia en una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
significado de endoscopia,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
spyglass endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
telescopia medica,NONE,Endoscopia,Endoscopy - Core,8,0,0,0.0,0,
tiempo de una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
tipos de endoscopia pdf,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
tipos de endoscopias,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
todo sobre endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
tratamiento endoscopico,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
ueg endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
ulcera gastrica endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
ulcera gastrica maligna endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
ultrasonido endoscópico,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
una endoscopia,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
una endoscopia es peligrosa,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
usg endoscopico,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
video endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
videoendoscopia,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
what is endoscopy,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
úlcera gástrica endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
a que se deben las varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,6,0,0,0.0,0,
balon para varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
causa de las varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
causa de varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
cirrosis hepatica y varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
cirugia de varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
como curar varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
como se cura las varices esofágicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
como se ven las varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
cuidados después de ligadura de várices esofágicas,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
endoscopia ligadura de varices,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
endoscopia ligadura de varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,4,0,0,0.0,0,
endoscopia varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,8,0,0,0.0,0,
hemorragia digestiva alta por varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
las varices esofagicas se curan,NONE,Ligadura Esofagica,Ligadura Esofagica,7,0,0,0.0,0,
las várices esofágicas desaparecen,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligador de varices esofágicas cook precio,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligadura de varices,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligadura de varices en el estomago,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligadura de varices esofagicas via endoscopica,NONE,Ligadura Esofagica,Ligadura Esofagica,3,0,0,0.0,0,
ligadura de venas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligadura de venas esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligadura de venas varicosas,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
ligadura de várices esofágicas,NONE,Ligadura Esofagica,Ligadura Esofagica,4,0,0,0.0,0,
ligadura endoscopica,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
ligadura endoscópica,ADDED,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligadura variceal,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligadura varices,ADDED,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligaduras de varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,5,0,0,0.0,0,
ligaduras esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,4,0,0,0.0,0,
ligaduras varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligamentos de varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligar venas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
ligas para varices esofágicas,NONE,Ligadura Esofagica,Ligadura Esofagica,3,0,0,0.0,0,
medicamento para varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
medicamentos para varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,3,0,0,0.0,0,
precio de ligaduras para varices esofágicas,NONE,Ligadura Esofagica,Ligadura Esofagica,4,0,0,0.0,0,
que provoca las varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
tips varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
tratamiento de las varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
tratamiento de varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,4,0,0,0.0,0,
tratamiento para varices esofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varice en el estomago,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varice esofagica tratamiento,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varice estomacal,NONE,Ligadura Esofagica,Ligadura Esofagica,4,0,0,0.0,0,
varices de esofago,NONE,Ligadura Esofagica,Ligadura Esofagica,10,0,0,0.0,0,
varices en el esofago,NONE,Ligadura Esofagica,Ligadura Esofagica,4,0,0,0.0,0,
varices en el esofago y estomago,NONE,Ligadura Esofagica,Ligadura Esofagica,6,0,0,0.0,0,
varices en el estómago,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varices en el higado,NONE,Ligadura Esofagica,Ligadura Esofagica,6,0,0,0.0,0,
varices esofagicas anatomia,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
varices esofagicas baveno,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varices esofagicas con hemorragia,NONE,Ligadura Esofagica,Ligadura Esofagica,3,0,0,0.0,0,
varices esofagicas de baveno,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varices esofagicas grado 1,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varices esofagicas grado 4,NONE,Ligadura Esofagica,Ligadura Esofagica,4,0,0,0.0,0,
varices esofagicas grado iv,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varices esofagicas grandes de baveno,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
varices esofagicas pequeñas,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
varices esofagicas pequeñas de baveno,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
varices esofagicas tratamiento,NONE,Ligadura Esofagica,Ligadura Esofagica,8,0,0,0.0,0,
varices esofagicas y gastricas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varices esofágicas grado 3,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varices esofágicas grandes,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
varices esofágicas sangrantes,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varices gastroesofagicas,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
varices intestinales,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
venas varices en el estomago,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
várices en el esofago,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
várices en el estómago tratamiento,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
várices esofágicas,NONE,Ligadura Esofagica,Ligadura Esofagica,13,0,0,0.0,0,
várices esofágicas grado 1,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
várices esofágicas grado 2,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
várices esofágicas por cirrosis,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
várices esofágicas y gástricas,NONE,Ligadura Esofagica,Ligadura Esofagica,1,0,0,0.0,0,
várices gástricas tratamiento,NONE,Ligadura Esofagica,Ligadura Esofagica,2,0,0,0.0,0,
úlceras o varices esofágicas,NONE,Ligadura Esofagica,Ligadura Esofagica,4,0,0,0.0,0,
a que edad se debe hacer una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
a que edad se hace la colonoscopia en mujeres,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
anoscopia o colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
anoscopia y colonoscopia es lo mismo,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
argon plasma colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
biopsia colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
biopsia de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
biopsia en colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cada cuanto se puede hacer una colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
centro colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
centro de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,9,0,0,0.0,0,
centro de colonoscopia cerca de mi,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
chopo colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
cirugia de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
cirugía de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
clinica colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
clinica de colonoscopia,ADDED,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
clinica para colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
clinicas que realizan colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
clínica de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
clínicas de colonoscopia,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colon por enema y colonoscopia es lo mismo,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonocopia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonosco,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia a que edad se recomienda,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia alternativas,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia ambulatoria,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia anatomia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia anestesia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia antes y después,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia cancer de colon,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia cdmx,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia colon irritable,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia como es,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia como es el procedimiento,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia como lo hacen,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia como se ve,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia completa,NONE,Colonoscopia,Colonoscopy - Core,5,0,0,0.0,0,
colonoscopia con diverticulitis,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia con diverticulos,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia con polipectomia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia con toma de biopsia,NONE,Colonoscopia,Colonoscopy - Core,6,0,0,0.0,0,
colonoscopia cuando hacerla,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia cuando se recomienda,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia cuanto tarda,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia cuanto tarda el procedimiento,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia de tamizaje,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia diagnostica,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
colonoscopia diagnostica y terapeutica,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia digestiva,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia digital,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
colonoscopia diverticulitis,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia donde hacerla,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia duele,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia duración,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia edad,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia el chopo,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia en campeche,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia en coatzacoalcos,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia en el imss,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia en hombres a que edad,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia en mujeres como se hace,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia en niños,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia en niños riesgos,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia en salud digna,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia ginecologo,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia hemorroides internas grado 1,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia hemorroides sangrantes,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia imss,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia incompleta causas,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia indicaciones,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
colonoscopia issste,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia laparoscopica,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia mujer,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia mujeres,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia no invasiva,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia operacion,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia para mujeres,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia para que es,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia para que sirve este examen,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia parcial,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia paso a paso,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia polipos,NONE,Colonoscopia,Colonoscopy - Core,4,0,0,0.0,0,
colonoscopia por donde se hace,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia por la boca como se llama,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia preparación,NONE,Colonoscopia,Colonoscopy - Core,11,0,0,0.0,0,
colonoscopia prostata,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia que detecta,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia que doctor lo hace,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia que es y como se hace,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia que estudia,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia que medico la hace,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia que medico procurar,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia quien lo hace,NONE,Colonoscopia,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia qué es,NONE,Colonoscopia,Colonoscopy - Core,5,0,0,0.0,0,
colonoscopia recomendaciones,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia recuperacion,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia riesgos,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia screening,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia similares,NONE,Colonoscopia,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia sin sedación,NONE,Colonoscopia,Colonoscopy - Core,2,0,0,0.0,0,
